text,departure,destination
"Je suis à Pontoise pour une réunion, retour à Cergy",Pontoise,Cergy
"Je suis en déplacement à Montargis, retour à Orléans",Montargis,Orléans
"En visite à Laon, retour prévu à Reims",Laon,Reims
"Je suis en vacances à Bergerac, retour à Périgueux",Bergerac,Périgueux
"Je passe la journée à Meaux, retour à Melun",Meaux,Melun
"En déplacement à Guéret, retour à La Souterraine",Guéret,La Souterraine
"Actuellement en visite à Tarascon, retour à Avignon",Tarascon,Avignon
"Je suis en vacances à Draguignan, retour à Fréjus",Draguignan,Fréjus
"En visite à Saint-Lô, retour à Coutances",Saint-Lô,Coutances
"Actuellement à Oyonnax, retour prévu à Bourg-en-Bresse",Oyonnax,Bourg-en-Bresse
"Je suis à Sète pour une conférence, retour prévu à Montpellier",Sète,Montpellier
"En visite à Alès, retour à Nîmes",Alès,Nîmes
"Je passe quelques jours à Châlons, retour à Reims",Châlons,Reims
"Je suis en déplacement à Montélimar, retour à Valence",Montélimar,Valence
"Je suis en vacances à Figeac, retour à Cahors",Figeac,Cahors
"Je passe la semaine à Maubeuge, retour à Valenciennes",Maubeuge,Valenciennes
"En visite à Saint-Malo, retour à Rennes",Saint-Malo,Rennes
"Actuellement en visite à Aurillac, retour à Figeac",Aurillac,Figeac
"Je suis en déplacement à Lisieux, retour à Caen",Lisieux,Caen
"En vacances à Abbeville, retour à Amiens",Abbeville,Amiens
"Je suis à Épinal pour quelques jours, retour à Nancy",Épinal,Nancy
"Actuellement à Villeneuve-sur-Lot, retour à Agen",Villeneuve-sur-Lot,Agen
"Je suis en déplacement à Haguenau, retour à Strasbourg",Haguenau,Strasbourg
"Je passe quelques jours à Auxerre, retour à Sens",Auxerre,Sens
"Je suis en vacances à Issoire, retour à Clermont-Ferrand",Issoire,Clermont-Ferrand
"Je passe quelques jours à Saint-Omer, retour à Dunkerque","Saint-Omer","Dunkerque"
"Je suis en vacances à Lannion, retour à Morlaix","Lannion","Morlaix"
"En déplacement pour le boulot à Amiens, mais je rentre à Beauvais ensuite","Amiens","Beauvais"
"Actuellement chez un ami à Dijon, retour prévu à Mâcon demain","Dijon","Mâcon"
"Je passe quelques jours à Marseille avant de retourner sur Arles","Marseille","Arles"
"Je suis en visite à Lyon, mais je prévois de rentrer sur Villeurbanne","Lyon","Villeurbanne"
"Je suis en déplacement à Pau, je rentre à Tarbes ensuite","Pau","Tarbes"
"Actuellement en visite à Rennes, retour à Saint-Brieuc ce soir","Rennes","Saint-Brieuc"
"Je suis à Grenoble pour quelques jours, retour prévu à Chambéry ensuite","Grenoble","Chambéry"
"En déplacement à Tours, je compte rentrer à Blois","Tours","Blois"
"Je suis à Nice pour le travail, retour prévu à Menton demain","Nice","Menton"
"Je passe quelques jours à Toulon, retour prévu à Marseille après-demain","Toulon","Marseille"
"Je reste à Paris pour le moment, mais je rentre à Versailles bientôt","Paris","Versailles"
"En visite à La Rochelle, retour à Rochefort ce week-end","La Rochelle","Rochefort"
"Je suis à Nantes pour une réunion, retour à Angers ensuite","Nantes","Angers"
"En vacances à Strasbourg, retour à Colmar demain","Strasbourg","Colmar"
"Je suis en visite à Nîmes, retour prévu à Avignon ce soir","Nîmes","Avignon"
"En déplacement à Poitiers, je rentre à Niort ensuite","Poitiers","Niort"
"Je suis en vacances à Bordeaux, retour à Arcachon ensuite","Bordeaux","Arcachon"
"En visite à Lille, retour prévu à Dunkerque ce soir","Lille","Dunkerque"
"Actuellement à Limoges, je prévois de rentrer à Brive demain","Limoges","Brive"
"Je suis à Rouen pour quelques jours, retour prévu à Caen ce soir","Rouen","Caen"
"En visite à Dijon, retour à Chalon-sur-Saône prévu demain","Dijon","Chalon-sur-Saône"
"Je suis en déplacement à Amiens, retour prévu à Beauvais ce soir","Amiens","Beauvais"
"Je passe la journée à Perpignan, retour prévu à Carcassonne","Perpignan","Carcassonne"
"Je suis à Albi pour une conférence, retour à Castres ensuite","Albi","Castres"
"En vacances à Cannes, retour prévu à Nice demain","Cannes","Nice"
"Je suis en visite à Lyon, retour prévu à Grenoble","Lyon","Grenoble"
"En déplacement à Saint-Étienne, je rentre à Lyon demain","Saint-Étienne","Lyon"
"Je suis en visite à Metz, retour prévu à Nancy ce soir","Metz","Nancy"
"Actuellement en visite à Mont-de-Marsan, je rentre à Dax ensuite","Mont-de-Marsan","Dax"
"Je suis en déplacement à Lorient, retour prévu à Vannes ce soir","Lorient","Vannes"
"En visite à Reims, retour prévu à Châlons demain","Reims","Châlons"
"Je passe quelques jours à Nevers, retour à Moulins ensuite","Nevers","Moulins"
"Je suis en vacances à Bastia, retour prévu à Ajaccio demain","Bastia","Ajaccio"
"Je reste à Pau pour l’instant, retour prévu à Tarbes ce soir","Pau","Tarbes"
"En visite à Charleville-Mézières, retour prévu à Sedan demain","Charleville-Mézières","Sedan"
"Je suis à Clermont-Ferrand pour le travail, retour prévu à Moulins ensuite","Clermont-Ferrand","Moulins"
"Actuellement en déplacement à Tours, retour prévu à Blois ce soir","Tours","Blois"
"Je suis en visite à Bourges, retour prévu à Vierzon demain","Bourges","Vierzon"
"Je passe la journée à Bayonne, retour à Pau ensuite","Bayonne","Pau"
"Je suis en déplacement à Orléans, retour à Blois demain","Orléans","Blois"
"En visite à Chartres, retour prévu à Dreux ce soir","Chartres","Dreux"
"Je suis à Rennes pour une conférence, retour prévu à Saint-Malo demain","Rennes","Saint-Malo"
"Je suis en vacances à Saint-Nazaire, retour à Nantes ensuite","Saint-Nazaire","Nantes"
"En visite à Ajaccio, retour prévu à Bastia","Ajaccio","Bastia"
"Actuellement à Amiens pour le travail, retour prévu à Beauvais ensuite","Amiens","Beauvais"
"Je passe quelques jours à Toulon, retour prévu à Marseille","Toulon","Marseille"
"Je suis en déplacement à Thionville, retour prévu à Metz demain","Thionville","Metz"
"En vacances à Narbonne, retour prévu à Carcassonne","Narbonne","Carcassonne"
"Je suis à Alençon pour le travail, retour prévu à Argentan ensuite","Alençon","Argentan"
"En visite à Montauban, retour à Toulouse demain","Montauban","Toulouse"
"Je suis en déplacement à Lannion, retour à Morlaix prévu demain","Lannion","Morlaix"
"Actuellement en visite à Poitiers, je rentre à Niort ensuite","Poitiers","Niort"
"Je suis en déplacement à Besançon, retour prévu à Dole","Besançon","Dole"
"Je suis à Lorient pour quelques jours, retour prévu à Vannes","Lorient","Vannes"
"En visite à Mulhouse, retour prévu à Colmar ce soir","Mulhouse","Colmar"
"Je passe quelques jours à Lille, retour prévu à Roubaix","Lille","Roubaix"
"Je suis en vacances à Arles, retour prévu à Nîmes","Arles","Nîmes"
"Je suis en visite à Vichy, retour prévu à Moulins demain","Vichy","Moulins"
"En déplacement à Périgueux, retour à Bergerac","Périgueux","Bergerac"
"Je suis à Tarbes pour le travail, retour à Pau prévu demain","Tarbes","Pau"
"En visite à Toulon, retour prévu à Marseille ce soir","Toulon","Marseille"
"Actuellement à Paris pour une réunion, retour prévu à Versailles","Paris","Versailles"
"Je passe la semaine à Rouen, retour prévu à Caen","Rouen","Caen"
"Je suis en déplacement à Thonon-les-Bains, retour à Annecy","Thonon-les-Bains","Annecy"
"Je suis en vacances à Avignon, retour à Aix-en-Provence","Avignon","Aix-en-Provence"
"En déplacement à Troyes, retour à Sens","Troyes","Sens"
"Je suis à Saint-Malo pour quelques jours, retour prévu à Rennes","Saint-Malo","Rennes"
"Actuellement à Reims pour le travail, retour à Châlons","Reims","Châlons"
"En visite à Pau, retour prévu à Tarbes demain","Pau","Tarbes"
"Je suis en vacances à Saint-Quentin, retour prévu à Laon","Saint-Quentin","Laon"
"Je passe quelques jours à Le Havre, retour à Rouen ensuite","Le Havre","Rouen"
"Je suis en déplacement à Bayonne, retour prévu à Pau","Bayonne","Pau"
"En vacances à Nancy, retour prévu à Metz","Nancy","Metz"
"Je suis à Bourges pour le travail, retour prévu à Vierzon","Bourges","Vierzon"
"En visite à Tours, retour prévu à Blois","Tours","Blois"
"Actuellement en visite à Ajaccio, retour prévu à Bastia","Ajaccio","Bastia"
"Je suis à Quimper pour quelques jours, retour prévu à Brest","Quimper","Brest"
"En vacances à Toulouse, retour prévu à Albi","Toulouse","Albi"
"En visite à Limoges, retour à Brive","Limoges","Brive"
"Je suis en déplacement à Châteauroux, retour à Bourges","Châteauroux","Bourges"
"Je passe la semaine à Orléans, retour prévu à Blois","Orléans","Blois"
"Je suis à Lorient pour une conférence, retour prévu à Vannes","Lorient","Vannes"
"En vacances à La Rochelle, retour prévu à Rochefort","La Rochelle","Rochefort"
"Je suis en déplacement à Calais, retour à Boulogne-sur-Mer","Calais","Boulogne-sur-Mer"
"Actuellement en visite à Metz, retour à Nancy","Metz","Nancy"
"Je suis en vacances à Angoulême, retour prévu à Cognac","Angoulême","Cognac"
"En visite à Perpignan, retour à Narbonne","Perpignan","Narbonne"
"Je passe quelques jours à Saint-Omer, retour à Dunkerque","Saint-Omer","Dunkerque"
"Je suis en vacances à Lannion, retour à Morlaix","Lannion","Morlaix"
"En déplacement pour le boulot à Amiens, mais je rentre à Beauvais ensuite","Amiens","Beauvais"
"Actuellement chez un ami à Dijon, retour prévu à Mâcon demain","Dijon","Mâcon"
"Je passe quelques jours à Marseille avant de retourner sur Arles","Marseille","Arles"
"Je suis en visite à Lyon, mais je prévois de rentrer sur Villeurbanne","Lyon","Villeurbanne"
"Je suis en déplacement à Pau, je rentre à Tarbes ensuite","Pau","Tarbes"
"Actuellement en visite à Rennes, retour à Saint-Brieuc ce soir","Rennes","Saint-Brieuc"
"Je suis à Grenoble pour quelques jours, retour prévu à Chambéry ensuite","Grenoble","Chambéry"
"En déplacement à Tours, je compte rentrer à Blois","Tours","Blois"
"Je suis à Nice pour le travail, retour prévu à Menton demain","Nice","Menton"
"Je passe quelques jours à Toulon, retour prévu à Marseille après-demain","Toulon","Marseille"
"Je reste à Paris pour le moment, mais je rentre à Versailles bientôt","Paris","Versailles"
"En visite à La Rochelle, retour à Rochefort ce week-end","La Rochelle","Rochefort"
"Je suis à Nantes pour une réunion, retour à Angers ensuite","Nantes","Angers"
"En vacances à Strasbourg, retour à Colmar demain","Strasbourg","Colmar"
"Je suis en visite à Nîmes, retour prévu à Avignon ce soir","Nîmes","Avignon"
"En déplacement à Poitiers, je rentre à Niort ensuite","Poitiers","Niort"
"Je suis en vacances à Bordeaux, retour à Arcachon ensuite","Bordeaux","Arcachon"
"En visite à Lille, retour prévu à Dunkerque ce soir","Lille","Dunkerque"
"Actuellement à Limoges, je prévois de rentrer à Brive demain","Limoges","Brive"
"Je suis à Rouen pour quelques jours, retour prévu à Caen ce soir","Rouen","Caen"
"En visite à Dijon, retour à Chalon-sur-Saône prévu demain","Dijon","Chalon-sur-Saône"
"Je suis en déplacement à Amiens, retour prévu à Beauvais ce soir","Amiens","Beauvais"
"Je passe la journée à Perpignan, retour prévu à Carcassonne","Perpignan","Carcassonne"
"Je suis à Albi pour une conférence, retour à Castres ensuite","Albi","Castres"
"En vacances à Cannes, retour prévu à Nice demain","Cannes","Nice"
"Je suis en visite à Lyon, retour prévu à Grenoble","Lyon","Grenoble"
"En déplacement à Saint-Étienne, je rentre à Lyon demain","Saint-Étienne","Lyon"
"Je suis en visite à Metz, retour prévu à Nancy ce soir","Metz","Nancy"
"Actuellement en visite à Mont-de-Marsan, je rentre à Dax ensuite","Mont-de-Marsan","Dax"
"Je suis en déplacement à Lorient, retour prévu à Vannes ce soir","Lorient","Vannes"
"En visite à Reims, retour prévu à Châlons demain","Reims","Châlons"
"Je passe quelques jours à Nevers, retour à Moulins ensuite","Nevers","Moulins"
"Je suis en vacances à Bastia, retour prévu à Ajaccio demain","Bastia","Ajaccio"
"Je reste à Pau pour l’instant, retour prévu à Tarbes ce soir","Pau","Tarbes"
"En visite à Charleville-Mézières, retour prévu à Sedan demain","Charleville-Mézières","Sedan"
"Je suis à Clermont-Ferrand pour le travail, retour prévu à Moulins ensuite","Clermont-Ferrand","Moulins"
"Actuellement en déplacement à Tours, retour prévu à Blois ce soir","Tours","Blois"
"Je suis en visite à Bourges, retour prévu à Vierzon demain","Bourges","Vierzon"
"Je passe la journée à Bayonne, retour à Pau ensuite","Bayonne","Pau"
"Je suis en déplacement à Orléans, retour à Blois demain","Orléans","Blois"
"En visite à Chartres, retour prévu à Dreux ce soir","Chartres","Dreux"
"Je suis à Rennes pour une conférence, retour prévu à Saint-Malo demain","Rennes","Saint-Malo"
"Je suis en vacances à Saint-Nazaire, retour à Nantes ensuite","Saint-Nazaire","Nantes"
"En visite à Ajaccio, retour prévu à Bastia","Ajaccio","Bastia"
"Actuellement à Amiens pour le travail, retour prévu à Beauvais ensuite","Amiens","Beauvais"
"Je passe quelques jours à Toulon, retour prévu à Marseille","Toulon","Marseille"
"Je suis en déplacement à Thionville, retour prévu à Metz demain","Thionville","Metz"
"En vacances à Narbonne, retour prévu à Carcassonne","Narbonne","Carcassonne"
"Je suis à Alençon pour le travail, retour prévu à Argentan ensuite","Alençon","Argentan"
"En visite à Montauban, retour à Toulouse demain","Montauban","Toulouse"
"Je suis en déplacement à Lannion, retour à Morlaix prévu demain","Lannion","Morlaix"
"Actuellement en visite à Poitiers, je rentre à Niort ensuite","Poitiers","Niort"
"Je suis en déplacement à Besançon, retour prévu à Dole","Besançon","Dole"
"Je suis à Lorient pour quelques jours, retour prévu à Vannes","Lorient","Vannes"
"En visite à Mulhouse, retour prévu à Colmar ce soir","Mulhouse","Colmar"
"Je passe quelques jours à Lille, retour prévu à Roubaix","Lille","Roubaix"
"Je suis en vacances à Arles, retour prévu à Nîmes","Arles","Nîmes"
"Je suis en visite à Vichy, retour prévu à Moulins demain","Vichy","Moulins"
"En déplacement à Périgueux, retour à Bergerac","Périgueux","Bergerac"
"Je suis à Tarbes pour le travail, retour à Pau prévu demain","Tarbes","Pau"
"En visite à Toulon, retour prévu à Marseille ce soir","Toulon","Marseille"
"Actuellement à Paris pour une réunion, retour prévu à Versailles","Paris","Versailles"
"Je passe la semaine à Rouen, retour prévu à Caen","Rouen","Caen"
"Je suis en déplacement à Thonon-les-Bains, retour à Annecy","Thonon-les-Bains","Annecy"
"Je suis en vacances à Avignon, retour à Aix-en-Provence","Avignon","Aix-en-Provence"
"En déplacement à Troyes, retour à Sens","Troyes","Sens"
"Je suis à Saint-Malo pour quelques jours, retour prévu à Rennes","Saint-Malo","Rennes"
"Actuellement à Reims pour le travail, retour à Châlons","Reims","Châlons"
"En visite à Pau, retour prévu à Tarbes demain","Pau","Tarbes"
"Je suis en vacances à Saint-Quentin, retour prévu à Laon","Saint-Quentin","Laon"
"Je passe quelques jours à Le Havre, retour à Rouen ensuite","Le Havre","Rouen"
"Je suis en déplacement à Bayonne, retour prévu à Pau","Bayonne","Pau"
"En vacances à Nancy, retour prévu à Metz","Nancy","Metz"
"Je suis à Bourges pour le travail, retour prévu à Vierzon","Bourges","Vierzon"
"En visite à Tours, retour prévu à Blois","Tours","Blois"
"Actuellement en visite à Ajaccio, retour prévu à Bastia","Ajaccio","Bastia"
"Je suis à Quimper pour quelques jours, retour prévu à Brest","Quimper","Brest"
"En vacances à Toulouse, retour prévu à Albi","Toulouse","Albi"
"En visite à Limoges, retour à Brive","Limoges","Brive"
"Je suis en déplacement à Châteauroux, retour à Bourges","Châteauroux","Bourges"
"Je passe la semaine à Orléans, retour prévu à Blois","Orléans","Blois"
"Je suis à Lorient pour une conférence, retour prévu à Vannes","Lorient","Vannes"
"En vacances à La Rochelle, retour prévu à Rochefort","La Rochelle","Rochefort"
"Je suis en déplacement à Calais, retour à Boulogne-sur-Mer","Calais","Boulogne-sur-Mer"
"Actuellement en visite à Metz, retour à Nancy","Metz","Nancy"
"Je suis en vacances à Angoulême, retour prévu à Cognac","Angoulême","Cognac"
"En visite à Perpignan, retour à Narbonne","Perpignan","Narbonne"
"Je passe quelques jours à Saint-Omer, retour à Dunkerque","Saint-Omer","Dunkerque"
"Je suis en vacances à Lannion, retour à Morlaix","Lannion","Morlaix"
"En déplacement pour le boulot à Amiens, mais je rentre à Beauvais ensuite","Amiens","Beauvais"
"Actuellement chez un ami à Dijon, retour prévu à Mâcon demain","Dijon","Mâcon"
"Je passe quelques jours à Marseille avant de retourner sur Arles","Marseille","Arles"
"Je suis en visite à Lyon, mais je prévois de rentrer sur Villeurbanne","Lyon","Villeurbanne"
"Je suis en déplacement à Pau, je rentre à Tarbes ensuite","Pau","Tarbes"
"Je suis en déplacement à Brest, retour à Lorient demain",Brest,Lorient
"Je passe quelques jours à Nice, retour à Cannes ensuite",Nice,Cannes
"En vacances à Menton, retour à Nice prévu demain",Menton,Nice
"Je suis à Limoges pour le travail, retour prévu à Angoulême",Limoges,Angoulême
"En visite à Calais, retour prévu à Dunkerque",Calais,Dunkerque
"Je suis à Reims pour une conférence, retour à Épernay ensuite",Reims,Épernay
"En déplacement à Thonon-les-Bains, retour prévu à Chambéry",Thonon-les-Bains,Chambéry
"Je passe quelques jours à Cahors, retour à Figeac ensuite",Cahors,Figeac
"Je suis en visite à Valence, retour prévu à Montélimar",Valence,Montélimar
"En vacances à Fréjus, retour à Toulon ensuite",Fréjus,Toulon
"Actuellement à Ajaccio, retour prévu à Calvi",Ajaccio,Calvi
"Je suis en déplacement à Rodez, retour prévu à Aurillac",Rodez,Aurillac
"En visite à Digne-les-Bains, retour prévu à Manosque",Digne-les-Bains,Manosque
"Je suis à Saint-Brieuc pour une réunion, retour à Lorient demain",Saint-Brieuc,Lorient
"En déplacement pour le travail à Béziers, retour prévu à Narbonne",Béziers,Narbonne
"Je passe la semaine à Vesoul, retour prévu à Luxeuil-les-Bains",Vesoul,Luxeuil-les-Bains
"Je suis en vacances à Évreux, retour prévu à Vernon",Évreux,Vernon
"En visite à Troyes, retour à Chaumont ensuite",Troyes,Chaumont
"Je suis à Bourg-en-Bresse pour le travail, retour à Lyon ensuite",Bourg-en-Bresse,Lyon
"En déplacement à Dreux, retour prévu à Chartres",Dreux,Chartres
"Je suis à Saint-Étienne pour une conférence, retour à Clermont-Ferrand",Saint-Étienne,Clermont-Ferrand
"En vacances à Nîmes, retour prévu à Montpellier",Nîmes,Montpellier
"Je suis en déplacement à Chambéry, retour à Annecy ensuite",Chambéry,Annecy
"En visite à Périgueux, retour à Bergerac demain",Périgueux,Bergerac
"Actuellement à Vannes, retour prévu à Lorient",Vannes,Lorient
"Je passe quelques jours à Charleville-Mézières, retour prévu à Sedan",Charleville-Mézières,Sedan
"Je suis à Perpignan pour une conférence, retour à Narbonne ensuite",Perpignan,Narbonne
"En déplacement à Pau, retour prévu à Bayonne",Pau,Bayonne
"Je suis à Roanne pour le travail, retour prévu à Lyon",Roanne,Lyon
"En vacances à Saint-Nazaire, retour à La Baule",Saint-Nazaire,La Baule
"En visite à Morlaix, retour prévu à Saint-Brieuc",Morlaix,Saint-Brieuc
"Je passe quelques jours à Vichy, retour prévu à Clermont-Ferrand",Vichy,Clermont-Ferrand
"Actuellement en visite à Orléans, retour à Blois ensuite",Orléans,Blois
"Je suis en déplacement à Besançon, retour à Dole",Besançon,Dole
"En vacances à Ajaccio, retour prévu à Porto-Vecchio",Ajaccio,Porto-Vecchio
"Je passe la journée à Douai, retour prévu à Lille",Douai,Lille
"Je suis en visite à Foix, retour à Pamiers ensuite",Foix,Pamiers
"En déplacement à Vesoul, retour prévu à Besançon",Vesoul,Besançon
"Actuellement à Caen pour une réunion, retour prévu à Bayeux",Caen,Bayeux
"En vacances à Brest, retour prévu à Quimper",Brest,Quimper
"Je suis en déplacement à Saint-Omer, retour à Boulogne-sur-Mer",Saint-Omer,Boulogne-sur-Mer
"En visite à Agen, retour prévu à Marmande demain",Agen,Marmande
"Je suis à Épinal pour le travail, retour à Nancy",Épinal,Nancy
"Actuellement en déplacement à Saint-Dizier, retour à Vitry-le-François",Saint-Dizier,Vitry-le-François
"Je passe quelques jours à Laval, retour à Mayenne",Laval,Mayenne
"En vacances à Bayonne, retour prévu à Biarritz",Bayonne,Biarritz
"Je suis en déplacement à Thonon-les-Bains, retour à Annecy",Thonon-les-Bains,Annecy
"En visite à Alençon, retour prévu à Le Mans demain",Alençon,Le Mans
"Je suis à Rochefort pour une conférence, retour à La Rochelle ensuite",Rochefort,La Rochelle
"Actuellement à Arras, retour prévu à Douai",Arras,Douai
"Je passe la journée à Albi, retour à Castres",Albi,Castres
"En déplacement à Saint-Malo, retour prévu à Rennes",Saint-Malo,Rennes
"En vacances à Brive, retour prévu à Tulle",Brive,Tulle
"Je suis à Guéret pour le travail, retour prévu à Limoges",Guéret,Limoges
"En visite à Châteauroux, retour à Bourges demain",Châteauroux,Bourges
"Actuellement en déplacement à Laval, retour à Angers",Laval,Angers
"En vacances à Bourges, retour prévu à Vierzon",Bourges,Vierzon
"Je suis en déplacement à Périgueux, retour à Bergerac",Périgueux,Bergerac
"En visite à Cahors, retour prévu à Montauban",Cahors,Montauban
"Je passe quelques jours à Tulle, retour prévu à Brive",Tulle,Brive
"Actuellement en visite à Carcassonne, retour à Narbonne",Carcassonne,Narbonne
"En vacances à Saint-Gaudens, retour prévu à Toulouse",Saint-Gaudens,Toulouse
"Je suis en déplacement à Issoire, retour à Clermont-Ferrand",Issoire,Clermont-Ferrand
"En visite à Montélimar, retour à Valence",Montélimar,Valence
"Actuellement à Saint-Affrique, retour prévu à Millau",Saint-Affrique,Millau
"Je passe quelques jours à Mende, retour à Florac",Mende,Florac
"En vacances à Villeneuve-sur-Lot, retour à Agen",Villeneuve-sur-Lot,Agen
"Je suis à Castres pour une conférence, retour à Albi ensuite",Castres,Albi
"En déplacement à Langres, retour à Chaumont",Langres,Chaumont
"En visite à Oyonnax, retour prévu à Nantua",Oyonnax,Nantua
"Je passe quelques jours à Digne-les-Bains, retour à Sisteron",Digne-les-Bains,Sisteron
"Actuellement en déplacement à Montauban, retour à Cahors",Montauban,Cahors
"Je suis en vacances à Angoulême, retour prévu à Cognac",Angoulême,Cognac
"En visite à Saumur, retour à Tours",Saumur,Tours
"En déplacement à Thionville, retour à Metz",Thionville,Metz
"Actuellement à Albi, retour prévu à Carmaux",Albi,Carmaux
"Je passe quelques jours à Forbach, retour à Metz",Forbach,Metz
"En vacances à Vannes, retour prévu à Auray",Vannes,Auray
"Je suis en déplacement à Pontivy, retour à Vannes",Pontivy,Vannes
"En visite à Sarlat, retour à Bergerac demain",Sarlat,Bergerac
"Actuellement en déplacement à Le Creusot, retour à Chalon-sur-Saône",Le Creusot,Chalon-sur-Saône
"En vacances à Paray-le-Monial, retour à Mâcon",Paray-le-Monial,Mâcon
"Je suis en déplacement à Maubeuge, retour à Lille",Maubeuge,Lille
"En visite à Soissons, retour à Laon demain",Soissons,Laon
"Je passe quelques jours à Montluçon, retour à Moulins",Montluçon,Moulins
"Actuellement en visite à Dax, retour à Bayonne",Dax,Bayonne
"En vacances à Avranches, retour prévu à Saint-Lô",Avranches,Saint-Lô
"Je suis en déplacement à Vierzon, retour à Bourges",Vierzon,Bourges
"En visite à La Flèche, retour prévu à Le Mans",La Flèche,Le Mans
"Je passe quelques jours à Vendôme, retour prévu à Blois",Vendôme,Blois
"En déplacement à Villers-Cotterêts, retour à Soissons",Villers-Cotterêts,Soissons
"Je viens de Lyon, je suis actuellement à Marseille et je veux rentrer chez moi.",Lyon,Marseille
"Je suis originaire de Bordeaux, maintenant en déplacement à Lille, je souhaite rentrer à la maison.",Bordeaux,Lille
"Je suis né à Strasbourg, mais actuellement en vacances à Nice, retour prévu bientôt.",Strasbourg,Nice
"Je vis à Toulouse, actuellement à Paris pour un séminaire, retour à la maison demain.",Toulouse,Paris
"Je suis de Nantes, mais je passe le weekend à Rennes, retour à mon domicile après-demain.",Nantes,Rennes
"Je viens d’Avignon et je suis à Montpellier pour le travail, je rentre chez moi demain soir.",Avignon,Montpellier
"Je suis originaire de Grenoble, actuellement en visite à Lyon, retour prévu chez moi.",Grenoble,Lyon
"Je suis de Metz, en déplacement à Reims, je rentre dès que possible.",Metz,Reims
"Je vis à Dijon, mais je suis actuellement à Besançon et je retourne bientôt chez moi.",Dijon,Besançon
"Je suis né à Angers et en visite à Tours, je prévois de rentrer chez moi demain.",Angers,Tours
"Je viens de Perpignan, actuellement à Toulouse pour un concert, retour chez moi ensuite.",Perpignan,Toulouse
"Je suis de Toulon, en visite à Marseille, je retourne à la maison demain.",Toulon,Marseille
"Je suis originaire de Nancy, actuellement à Metz pour une conférence, retour chez moi demain.",Nancy,Metz
"Je vis à La Rochelle, actuellement à Bordeaux pour quelques jours, je rentre ensuite.",La Rochelle,Bordeaux
"Je suis de Clermont-Ferrand, en déplacement à Lyon, retour prévu chez moi demain.",Clermont-Ferrand,Lyon
"Je viens de Limoges, actuellement à Poitiers pour un séminaire, je retourne à la maison.",Limoges,Poitiers
"Je suis de Bayonne, en vacances à Biarritz, retour chez moi demain.",Bayonne,Biarritz
"Je suis de Pau, actuellement à Tarbes pour une réunion, retour chez moi ensuite.",Pau,Tarbes
"Je vis à Brest, mais je suis en déplacement à Rennes, retour à domicile demain.",Brest,Rennes
"Je viens de La Roche-sur-Yon, actuellement en visite à Nantes, je retourne chez moi ensuite.",La Roche-sur-Yon,Nantes
"Je vis à Lille, mais je passe quelques jours à Dunkerque, retour à domicile bientôt.",Lille,Dunkerque
"Je suis de Nîmes, en déplacement à Montpellier pour une réunion, je rentre après.",Nîmes,Montpellier
"Je suis originaire de Saint-Nazaire, actuellement en vacances à La Baule, retour chez moi ensuite.",Saint-Nazaire,La Baule
"Je suis de Chartres, en visite à Dreux, retour chez moi après-demain.",Chartres,Dreux
"Je suis de Perpignan, mais actuellement à Carcassonne, retour chez moi demain.",Perpignan,Carcassonne
"Je vis à Mulhouse, en déplacement à Colmar, retour prévu chez moi ensuite.",Mulhouse,Colmar
"Je suis de Poitiers, actuellement à Châtellerault pour un rendez-vous, retour chez moi demain.",Poitiers,Châtellerault
"Je suis de Saint-Malo, actuellement en visite à Dinard, retour chez moi prévu demain.",Saint-Malo,Dinard
"Je vis à Versailles, en déplacement à Paris, retour prévu chez moi bientôt.",Versailles,Paris
"Je viens de Rodez, actuellement en déplacement à Millau, retour chez moi demain.",Rodez,Millau
"Je suis de Cannes, en visite à Nice pour quelques jours, retour chez moi prévu.",Cannes,Nice
"Je suis de Thonon-les-Bains, actuellement en visite à Annecy, retour chez moi demain.",Thonon-les-Bains,Annecy
"Je vis à Mende, en déplacement à Florac pour le travail, retour prévu chez moi.",Mende,Florac
"Je suis originaire de Belfort, actuellement à Montbéliard, retour chez moi ensuite.",Belfort,Montbéliard
"Je viens de Sedan, en déplacement à Charleville-Mézières, retour chez moi prévu demain.",Sedan,Charleville-Mézières
"Je suis de Cognac, actuellement en visite à Angoulême, retour prévu chez moi ensuite.",Cognac,Angoulême
"Je vis à Vienne, actuellement en déplacement à Lyon, retour chez moi demain.",Vienne,Lyon
"Je suis de Saumur, en déplacement à Tours pour le travail, retour chez moi ensuite.",Saumur,Tours
"Je suis de Creil, en déplacement à Compiègne, retour prévu chez moi demain.",Creil,Compiègne
"Je vis à Ajaccio, actuellement en visite à Bastia, retour prévu chez moi demain.",Ajaccio,Bastia
"Je viens de Saint-Étienne, actuellement en déplacement à Lyon, retour chez moi prévu demain.",Saint-Étienne,Lyon
"Je suis de Lorient, actuellement en visite à Vannes, retour prévu chez moi ensuite.",Lorient,Vannes
"Je vis à Laval, actuellement en déplacement à Mayenne, retour chez moi prévu.",Laval,Mayenne
"Je suis de Vesoul, actuellement en visite à Belfort, retour chez moi demain.",Vesoul,Belfort
"Je viens de Montluçon, actuellement en déplacement à Moulins, retour chez moi ensuite.",Montluçon,Moulins
"Je vis à Figeac, actuellement en déplacement à Cahors, retour chez moi demain.",Figeac,Cahors
"Je suis de Verdun, actuellement en visite à Bar-le-Duc, retour chez moi demain.",Verdun,Bar-le-Duc
